	Features	0-precision	1-precision	0-recall	1-recall	0-fscore	1-fscore	Accuracy	Std-Error
54	BloodPressure,SkinThickness,BMI,DiabetesPedigreeFunction,Age	0.8571428571428571	0.5797101449275363	0.7128712871287128	0.7692307692307693	0.7783783783783783	0.6611570247933884	0.6596583187730538	0.05561633420760441
112	Glucose,BloodPressure,SkinThickness,Age	0.8961038961038961	0.5789473684210527	0.6831683168316832	0.8461538461538461	0.7752808988764045	0.6875	0.7225587264608814	0.05267580653134553
103	Glucose,BloodPressure,Insulin	0.875	0.5753424657534246	0.693069306930693	0.8076923076923077	0.7734806629834254	0.672	0.6852649970879441	0.06931602789161478
91	Glucose,SkinThickness,Insulin,BMI	0.8470588235294118	0.5735294117647058	0.7128712871287128	0.75	0.7741935483870968	0.65	0.704834012813046	0.028032302557320983
123	Glucose,BloodPressure,SkinThickness,Insulin,BMI	0.8372093023255814	0.5671641791044776	0.7128712871287128	0.7307692307692307	0.770053475935829	0.6386554621848739	0.7009706853038244	0.0430341744455111
80	Glucose,SkinThickness,Age	0.9041095890410958	0.5625	0.6534653465346535	0.8653846153846154	0.7586206896551725	0.6818181818181818	0.7146961754999028	0.051756496198439805
119	Glucose,BloodPressure,SkinThickness,Insulin	0.8717948717948718	0.56	0.6732673267326733	0.8076923076923077	0.7597765363128492	0.6614173228346457	0.6852261696757911	0.05628151586922585
83	Glucose,SkinThickness,BMI	0.8433734939759037	0.5571428571428572	0.693069306930693	0.75	0.7608695652173914	0.639344262295082	0.7205591147350029	0.0360072386888413
79	Glucose,SkinThickness	0.9142857142857143	0.5542168674698795	0.6336633663366337	0.8846153846153846	0.7485380116959064	0.6814814814814815	0.7088138225587265	0.04145207684097793
38	BloodPressure,BMI,DiabetesPedigreeFunction,Age	0.8701298701298701	0.5526315789473685	0.6633663366336634	0.8076923076923077	0.7528089887640449	0.6562500000000001	0.6674432149097264	0.04627842332950827
